employee_id,hire_date,department,role,salary_usd,age,gender,office,education,years_experience,performance_score,satisfaction_score,is_active
EMP-3742,2017-02-26,HR,HR Manager,84700,46,Female,Sydney,Master,15,2.9,4.9,False
EMP-3743,2021-10-22,Product,VP of Product,160800,56,Female,Remote,Bachelor,26,3.5,6.2,False
EMP-3744,2021-07-09,Finance,Finance Manager,139300,32,Male,Toronto,High School,3,3.7,2.8,True
EMP-3745,2021-01-04,HR,HR Manager,94000,28,Non-binary,London,Master,6,1.7,4.7,True
EMP-3746,2017-03-28,HR,Recruiter,84900,22,Male,Toronto,Bachelor,1,4.4,7.9,True
EMP-3747,2018-02-09,Sales,VP of Sales,139500,27,Female,New York,PhD,6,1.6,6.1,False
EMP-3748,2023-07-20,Legal,Paralegal,77600,43,Male,London,Master,0,4.4,2.8,True
EMP-3749,2016-07-23,Finance,Finance Manager,106900,58,Non-binary,Toronto,PhD,32,4.3,1.8,False
EMP-3750,2021-11-10,Product,VP of Product,144000,58,Non-binary,Remote,Bachelor,22,3.3,2.7,True
EMP-3751,2022-01-19,HR,HR Director,107400,36,Female,Berlin,High School,8,1.9,7.9,True
EMP-3752,2022-09-23,Marketing,Content Writer,61300,48,Female,New York,High School,4,1.7,1.1,False
EMP-3753,2023-03-30,Product,Senior PM,134700,34,Non-binary,Remote,Bachelor,11,1.5,5.4,True
EMP-3754,2023-05-04,HR,HR Director,101300,27,Non-binary,London,Bachelor,6,2.7,5.4,True
EMP-3755,2023-01-03,Product,Product Analyst,103100,57,Female,Berlin,High School,20,3.8,6.0,True
EMP-3756,2023-07-13,Product,Product Manager,145000,51,Male,Sydney,Bachelor,2,5.0,8.7,True
EMP-3757,2022-12-17,Operations,COO,112400,39,Male,Sydney,High School,16,5.0,6.3,True
EMP-3758,2019-08-26,HR,Recruiter,83500,28,Female,Toronto,High School,5,4.1,9.1,True
EMP-3759,2015-08-18,Operations,COO,90300,57,Male,Remote,Bachelor,20,1.7,7.7,True
EMP-3760,2017-03-28,Legal,Paralegal,108500,48,Male,Toronto,Master,7,2.9,2.0,True
EMP-3761,2021-03-05,Sales,SDR,92000,55,Male,Toronto,High School,29,4.9,3.4,True
EMP-3762,2019-10-02,Engineering,Engineering Manager,187300,22,Non-binary,New York,PhD,1,1.1,2.1,True
EMP-3763,2020-09-26,Product,VP of Product,159700,56,Male,Toronto,High School,1,4.2,8.5,True
EMP-3764,2020-03-25,Sales,VP of Sales,148200,44,Male,Berlin,High School,15,4.8,8.5,True
EMP-3765,2015-07-12,Marketing,SEO Specialist,96700,49,Non-binary,Sydney,PhD,26,1.2,5.8,True
EMP-3766,2016-08-27,Product,VP of Product,183700,25,Male,Sydney,Bachelor,4,5.0,4.8,True
EMP-3767,2020-09-05,Legal,Associate,109000,51,Non-binary,New York,Bachelor,10,3.6,4.8,True
EMP-3768,2020-12-28,Finance,CFO,159000,22,Male,Berlin,High School,1,3.6,2.9,True
EMP-3769,2015-01-11,Marketing,SEO Specialist,102200,46,Male,New York,High School,8,5.0,3.3,False
EMP-3770,2018-02-19,HR,HR Manager,91500,51,Male,Toronto,Master,10,1.6,2.8,True
EMP-3771,2023-07-08,Product,Senior PM,159200,49,Female,Toronto,PhD,20,3.7,7.7,False
EMP-3772,2018-08-02,HR,HR Coordinator,57600,39,Male,Toronto,Master,9,4.9,8.6,True
EMP-3773,2018-01-23,Product,Senior PM,140400,50,Non-binary,Berlin,Master,25,1.2,3.9,True
EMP-3774,2020-04-18,Finance,Analyst,96800,24,Male,Toronto,Master,0,3.6,9.1,True
EMP-3775,2017-08-02,Finance,Accountant,101300,51,Female,New York,High School,28,1.6,8.0,True
EMP-3776,2019-07-31,Marketing,CMO,115800,57,Non-binary,Sydney,Master,9,1.5,7.2,True
EMP-3777,2023-03-28,Legal,Associate,122100,37,Female,London,High School,10,4.9,6.4,True
EMP-3778,2021-08-25,Legal,General Counsel,139700,36,Male,Berlin,PhD,7,2.8,9.6,True
EMP-3779,2020-09-12,Sales,Sales Manager,129900,37,Non-binary,Remote,PhD,12,2.6,6.5,True
EMP-3780,2021-05-14,Engineering,Engineering Manager,181100,29,Female,New York,Master,5,4.5,8.7,True
EMP-3781,2021-09-03,Sales,VP of Sales,120800,47,Female,London,PhD,24,5.0,4.4,True
EMP-3782,2019-12-02,Product,Product Manager,138700,47,Female,Sydney,Bachelor,1,4.4,5.6,True
EMP-3783,2023-10-29,Product,Product Analyst,89800,42,Female,Berlin,High School,1,4.5,7.4,False
EMP-3784,2020-04-09,Engineering,Staff Engineer,149000,39,Non-binary,New York,High School,8,1.8,3.3,True
EMP-3785,2022-10-14,Sales,Sales Manager,91400,27,Non-binary,New York,Master,2,2.3,2.4,True
EMP-3786,2020-04-16,Sales,Sales Manager,93000,40,Female,Berlin,PhD,14,4.5,8.5,True
EMP-3787,2015-02-24,Product,Product Analyst,90100,37,Male,New York,High School,11,3.7,4.4,True
EMP-3788,2017-12-25,Legal,Senior Counsel,151300,58,Non-binary,New York,High School,13,2.2,1.4,False
EMP-3789,2015-08-08,HR,HR Director,109400,58,Male,Toronto,Master,33,1.7,6.7,True
EMP-3790,2023-05-14,Legal,General Counsel,152400,33,Male,Remote,High School,8,1.3,10.0,True
EMP-3791,2018-01-13,Product,Product Analyst,90900,53,Non-binary,New York,Master,3,1.1,3.4,True
EMP-3792,2019-09-18,Marketing,SEO Specialist,103300,50,Non-binary,New York,Bachelor,7,2.0,9.5,True
EMP-3793,2015-12-09,Operations,COO,88300,49,Non-binary,Toronto,PhD,6,1.1,8.9,False
EMP-3794,2021-01-13,Product,Senior PM,128700,52,Female,Remote,Bachelor,4,3.4,6.0,True
EMP-3795,2019-07-26,Operations,Ops Analyst,56300,27,Female,Toronto,PhD,1,2.6,9.5,True
EMP-3796,2017-04-18,Marketing,Content Writer,77800,57,Non-binary,Berlin,High School,1,4.2,5.7,True
EMP-3797,2015-09-10,Finance,Accountant,105700,46,Male,Sydney,Bachelor,8,1.0,2.3,True
EMP-3798,2017-03-26,Finance,CFO,140600,52,Male,New York,PhD,23,4.5,3.7,True
EMP-3799,2016-06-13,Marketing,SEO Specialist,89000,23,Non-binary,New York,Master,1,1.7,2.2,True
EMP-3800,2016-07-29,Operations,Ops Analyst,58700,28,Male,New York,Master,4,4.1,8.5,True
EMP-3801,2019-10-25,Operations,Ops Manager,71700,24,Non-binary,London,PhD,1,2.0,9.6,False
EMP-3802,2016-05-09,Finance,Finance Manager,95300,32,Non-binary,Toronto,Master,4,3.1,3.9,True
EMP-3803,2018-12-13,HR,HR Coordinator,67800,31,Non-binary,Toronto,High School,0,1.4,6.0,True
EMP-3804,2018-11-15,HR,HR Manager,87900,25,Female,New York,High School,2,3.9,8.6,True
EMP-3805,2016-04-04,Sales,SDR,74200,42,Female,New York,PhD,19,1.8,4.8,True
EMP-3806,2018-02-11,Product,VP of Product,155900,52,Non-binary,New York,PhD,14,2.4,4.1,True
EMP-3807,2017-04-01,Sales,Account Executive,109500,46,Female,New York,PhD,7,3.8,6.7,True
EMP-3808,2021-04-20,Marketing,SEO Specialist,93200,51,Female,New York,Master,21,1.2,5.9,True
EMP-3809,2023-03-07,Sales,SDR,72600,24,Non-binary,Toronto,PhD,3,3.2,1.1,True
EMP-3810,2021-10-16,Engineering,Junior Dev,113900,56,Female,Remote,Bachelor,6,2.0,5.0,True
EMP-3811,2015-05-12,Marketing,CMO,123700,38,Non-binary,Sydney,Bachelor,7,2.7,6.3,True
EMP-3812,2015-09-23,Legal,Senior Counsel,148700,28,Male,New York,PhD,7,2.5,2.4,True
EMP-3813,2021-12-30,Legal,Senior Counsel,131300,49,Non-binary,Sydney,PhD,4,3.4,9.7,True
EMP-3814,2016-05-03,Finance,Finance Manager,105000,24,Female,New York,Master,0,1.7,1.5,True
EMP-3815,2020-07-26,HR,HR Coordinator,71800,33,Non-binary,London,High School,11,4.7,4.4,True
EMP-3816,2018-11-03,Marketing,SEO Specialist,75200,50,Male,Toronto,PhD,26,3.6,1.6,True
EMP-3817,2020-01-07,Finance,Analyst,82900,38,Non-binary,New York,High School,17,2.7,2.5,True
EMP-3818,2020-08-20,Operations,COO,82300,33,Non-binary,Remote,Bachelor,3,3.8,8.4,True
EMP-3819,2023-01-14,Legal,Associate,97200,46,Female,Toronto,Bachelor,9,5.0,9.6,True
EMP-3820,2015-09-30,Product,Product Analyst,85700,34,Male,New York,PhD,10,2.8,2.2,False
EMP-3821,2016-01-30,Legal,Senior Counsel,111200,35,Non-binary,Sydney,Master,14,2.0,4.8,True
EMP-3822,2018-03-11,Legal,Paralegal,96500,26,Male,Toronto,PhD,1,3.1,9.7,True
EMP-3823,2018-12-21,Finance,Accountant,97800,58,Non-binary,Berlin,Bachelor,37,3.1,4.6,True
EMP-3824,2016-12-13,Sales,SDR,83200,46,Non-binary,New York,PhD,12,1.3,4.4,True
EMP-3825,2020-04-12,Operations,Ops Manager,81100,27,Male,New York,Bachelor,0,2.7,4.9,True
EMP-3826,2023-09-08,Product,Product Analyst,121900,54,Male,Remote,High School,19,2.5,4.6,True
EMP-3827,2015-02-20,Operations,Ops Manager,95800,50,Non-binary,Toronto,Bachelor,6,2.7,2.7,True
EMP-3828,2017-10-14,Engineering,Staff Engineer,148900,34,Male,London,High School,7,4.3,6.0,True
EMP-3829,2016-11-03,HR,HR Coordinator,72200,28,Non-binary,Sydney,High School,4,2.2,9.5,False
EMP-3830,2018-02-14,HR,Recruiter,72000,36,Non-binary,Remote,High School,4,1.8,2.7,True
EMP-3831,2023-07-30,Operations,COO,111000,37,Male,Berlin,Master,16,1.0,1.8,True
EMP-3832,2022-05-21,Engineering,Senior Dev,102400,48,Male,Sydney,PhD,1,2.8,7.0,True
EMP-3833,2021-11-27,Operations,COO,77800,48,Non-binary,Toronto,High School,19,4.5,8.2,True
EMP-3834,2016-09-30,Legal,Paralegal,108700,39,Non-binary,Toronto,PhD,0,4.9,3.9,True
EMP-3835,2021-11-10,Sales,Account Executive,87900,44,Female,Remote,PhD,14,4.4,9.9,False
EMP-3836,2016-09-03,Finance,Accountant,88200,57,Female,New York,High School,22,4.9,7.3,True
EMP-3837,2016-04-23,Finance,CFO,144800,35,Male,Berlin,Master,12,2.2,5.8,True
EMP-3838,2019-01-05,Engineering,Junior Dev,86300,34,Non-binary,Toronto,High School,4,2.2,9.8,True
EMP-3839,2017-03-20,Marketing,Marketing Manager,105900,28,Non-binary,Sydney,Master,3,3.4,4.6,True
EMP-3840,2020-09-18,Legal,Paralegal,98900,32,Non-binary,Toronto,High School,11,1.5,6.9,True
EMP-3841,2022-11-15,Operations,COO,81300,46,Female,London,PhD,6,2.3,7.6,True
EMP-3842,2021-06-28,Legal,Senior Counsel,144100,30,Female,Remote,High School,6,2.4,3.3,True
EMP-3843,2023-04-21,Legal,Senior Counsel,107600,27,Female,Berlin,Master,3,3.8,7.6,True
EMP-3844,2023-02-08,HR,HR Coordinator,69500,34,Male,New York,Master,13,3.6,2.0,True
EMP-3845,2017-08-01,Marketing,Marketing Manager,105200,50,Female,New York,PhD,1,2.3,10.0,True
EMP-3846,2023-08-25,Engineering,Junior Dev,85500,25,Female,Sydney,Bachelor,3,3.0,7.7,True
EMP-3847,2018-04-15,HR,HR Director,104900,34,Male,New York,Master,2,4.2,5.8,True
EMP-3848,2015-08-09,Product,VP of Product,157300,46,Non-binary,New York,PhD,16,3.2,2.3,True
EMP-3849,2016-11-04,Sales,VP of Sales,105900,32,Female,London,Master,3,4.0,4.9,False
EMP-3850,2018-10-09,Legal,General Counsel,138800,34,Non-binary,Remote,PhD,5,3.1,1.3,True
EMP-3851,2016-07-26,Product,VP of Product,196300,52,Non-binary,Sydney,PhD,17,2.1,8.3,True
EMP-3852,2016-01-30,Sales,SDR,87200,34,Male,Toronto,Master,13,1.0,5.0,True
EMP-3853,2023-03-12,Sales,SDR,85000,32,Male,Remote,High School,4,3.8,2.1,True
EMP-3854,2017-05-25,Product,Senior PM,142400,45,Non-binary,Sydney,Bachelor,5,1.5,5.5,True
EMP-3855,2020-05-20,Sales,Sales Manager,97000,31,Female,New York,PhD,2,1.0,9.9,True
EMP-3856,2015-05-16,Product,VP of Product,153500,57,Female,London,High School,9,3.5,9.0,True
EMP-3857,2021-06-11,Legal,Paralegal,100500,45,Non-binary,New York,Bachelor,24,3.9,7.8,True
EMP-3858,2017-11-04,Marketing,Content Writer,76600,40,Non-binary,Remote,Bachelor,12,1.6,2.9,True
EMP-3859,2015-03-19,Operations,COO,82600,49,Female,Toronto,Bachelor,0,5.0,4.4,False
EMP-3860,2022-03-13,Marketing,Content Writer,63700,27,Male,Sydney,PhD,2,2.2,9.2,True
EMP-3861,2015-07-22,Operations,Ops Analyst,71900,29,Female,Berlin,PhD,5,2.6,8.2,True
EMP-3862,2023-09-18,HR,HR Director,92900,40,Female,London,High School,1,3.8,9.0,True
EMP-3863,2021-09-13,Marketing,CMO,125000,49,Non-binary,Sydney,Master,6,3.0,8.9,True
EMP-3864,2015-04-30,Engineering,Junior Dev,86000,41,Female,London,PhD,19,4.6,1.4,True
EMP-3865,2020-11-01,Product,Product Analyst,104200,34,Male,Remote,PhD,6,4.7,3.2,True
EMP-3866,2023-03-17,Engineering,Lead Engineer,148500,57,Male,Toronto,Bachelor,14,1.2,4.2,True
EMP-3867,2023-03-02,Operations,COO,80700,36,Male,Berlin,PhD,11,1.5,1.2,True
EMP-3868,2018-11-11,Sales,SDR,87000,55,Female,New York,Bachelor,0,3.9,5.8,True
EMP-3869,2017-02-22,Operations,Ops Manager,80600,47,Non-binary,Toronto,High School,7,2.6,2.9,False
EMP-3870,2015-10-17,Product,VP of Product,145200,44,Non-binary,New York,Master,6,3.5,2.3,True
EMP-3871,2022-12-27,Operations,Ops Analyst,72700,52,Male,Toronto,PhD,22,1.4,7.7,False
EMP-3872,2017-10-03,Marketing,SEO Specialist,100000,25,Male,New York,High School,3,4.3,5.1,False
EMP-3873,2015-06-14,Marketing,Marketing Manager,120200,46,Female,Berlin,Master,13,4.2,8.0,True
EMP-3874,2019-06-29,HR,HR Director,113200,35,Male,London,Master,14,3.0,8.8,False
EMP-3875,2022-07-13,Product,Product Manager,147900,49,Female,Sydney,PhD,10,1.4,4.1,True
EMP-3876,2021-10-29,Product,Product Analyst,106200,46,Female,Berlin,Bachelor,24,2.9,4.0,True
EMP-3877,2018-07-02,Product,Product Analyst,98000,40,Female,London,PhD,8,2.2,7.9,True
EMP-3878,2022-07-29,HR,Recruiter,63100,44,Female,Toronto,Bachelor,12,3.5,2.9,True
EMP-3879,2017-06-09,HR,HR Director,97000,58,Female,Toronto,PhD,32,1.4,1.9,False
EMP-3880,2015-10-31,Product,Product Manager,120400,24,Female,Berlin,High School,3,4.0,6.1,True
EMP-3881,2018-11-09,Legal,Paralegal,83600,24,Male,Remote,High School,3,3.4,2.7,True
EMP-3882,2016-03-30,HR,HR Manager,93500,51,Male,Berlin,PhD,13,1.1,9.9,True
EMP-3883,2022-09-07,Sales,VP of Sales,141600,51,Male,Toronto,High School,2,2.0,4.9,True
EMP-3884,2023-12-04,Product,Product Analyst,117000,44,Male,New York,High School,9,3.2,9.8,True
EMP-3885,2018-10-08,Marketing,Marketing Manager,98400,51,Non-binary,New York,High School,4,3.1,5.3,True
EMP-3886,2019-04-28,HR,Recruiter,82000,31,Male,Remote,PhD,0,3.8,9.8,True
EMP-3887,2023-07-25,Finance,Finance Manager,133000,49,Female,Toronto,Bachelor,16,2.8,1.1,True
EMP-3888,2021-12-03,Product,Product Analyst,116400,49,Female,Berlin,Bachelor,15,1.6,9.5,True
EMP-3889,2018-09-01,Finance,CFO,116300,57,Non-binary,Toronto,PhD,21,4.1,3.8,True
EMP-3890,2022-11-24,Marketing,SEO Specialist,98600,52,Non-binary,Toronto,PhD,4,2.4,4.0,True
EMP-3891,2022-08-09,HR,HR Coordinator,71100,41,Female,Sydney,Bachelor,18,3.5,8.5,True
EMP-3892,2017-09-20,HR,Recruiter,61500,34,Female,Remote,Master,11,1.0,7.0,True
EMP-3893,2022-04-05,Operations,COO,83600,41,Male,Sydney,Bachelor,2,3.6,6.0,True
EMP-3894,2017-12-10,Legal,Associate,101000,43,Male,Berlin,High School,21,3.2,9.7,True
EMP-3895,2021-01-04,Marketing,SEO Specialist,71500,28,Male,Berlin,PhD,5,4.2,3.9,True
EMP-3896,2022-07-04,Marketing,SEO Specialist,89900,43,Female,London,Bachelor,12,1.4,5.4,True
EMP-3897,2021-07-22,Legal,Senior Counsel,116900,47,Female,London,PhD,7,4.3,6.6,True
EMP-3898,2023-09-18,Sales,VP of Sales,125000,39,Non-binary,New York,Master,11,4.2,3.5,True
EMP-3899,2017-03-17,Engineering,Lead Engineer,141300,35,Female,Remote,High School,2,3.3,3.9,True
EMP-3900,2017-10-13,Engineering,Senior Dev,97800,32,Female,Toronto,Bachelor,8,4.3,6.7,True
EMP-3901,2016-08-18,Sales,Sales Manager,100900,34,Non-binary,Remote,Master,4,1.5,7.5,True
EMP-3902,2015-04-10,Finance,Finance Manager,104000,25,Non-binary,Berlin,PhD,2,2.8,8.3,True
EMP-3903,2022-02-01,Legal,Associate,118200,46,Female,New York,Bachelor,8,4.9,9.4,True
EMP-3904,2015-11-01,Legal,Senior Counsel,153600,50,Male,New York,Master,3,1.6,8.2,True
EMP-3905,2020-04-03,Sales,VP of Sales,116700,31,Non-binary,Berlin,Bachelor,7,1.8,7.5,True
EMP-3906,2023-11-05,Operations,Ops Manager,85900,47,Female,Berlin,Bachelor,18,1.9,4.7,True
EMP-3907,2019-06-24,Operations,Ops Analyst,71700,38,Non-binary,Remote,Master,6,4.6,7.5,False
EMP-3908,2017-02-03,Operations,Ops Manager,88000,41,Male,Remote,PhD,1,1.7,3.2,True
EMP-3909,2018-04-17,Legal,Senior Counsel,142200,54,Female,New York,Bachelor,33,3.1,6.1,True
EMP-3910,2018-09-09,Legal,Senior Counsel,112300,22,Non-binary,New York,Master,0,1.7,6.3,True
EMP-3911,2022-07-04,HR,Recruiter,68200,42,Female,Remote,Master,17,1.1,6.1,True
EMP-3912,2023-05-26,Legal,Paralegal,106500,55,Non-binary,Remote,Master,18,2.9,7.4,True
EMP-3913,2021-02-05,HR,HR Coordinator,53800,53,Non-binary,London,Bachelor,23,3.8,6.6,True
EMP-3914,2020-09-08,Finance,Accountant,90500,47,Male,London,Bachelor,4,2.9,7.2,True
EMP-3915,2021-08-23,Engineering,Engineering Manager,171400,34,Non-binary,Toronto,High School,10,2.4,3.3,True
EMP-3916,2018-04-23,Operations,Ops Analyst,73800,32,Male,Toronto,PhD,4,2.6,4.9,True
EMP-3917,2021-07-17,Legal,Senior Counsel,134200,43,Male,Berlin,PhD,1,3.3,7.2,True
EMP-3918,2015-08-25,Engineering,Lead Engineer,161900,57,Female,London,High School,30,1.9,5.9,True
EMP-3919,2015-11-26,Legal,General Counsel,159400,44,Non-binary,Toronto,Master,4,3.1,6.2,True
EMP-3920,2018-03-07,Operations,Ops Analyst,68400,25,Female,New York,High School,3,2.6,9.5,True
EMP-3921,2023-10-09,Engineering,Lead Engineer,135300,56,Female,Berlin,Master,27,1.5,8.6,True
EMP-3922,2018-04-20,Sales,Account Executive,101500,42,Non-binary,Sydney,Master,15,2.1,9.6,True
EMP-3923,2018-02-09,Sales,SDR,79600,47,Male,Berlin,PhD,24,3.5,8.3,True
EMP-3924,2019-12-16,Legal,General Counsel,167000,48,Non-binary,Berlin,High School,0,3.3,3.5,True
EMP-3925,2019-03-01,HR,HR Manager,71500,51,Female,Sydney,High School,12,2.1,7.6,False
EMP-3926,2021-03-19,Engineering,Junior Dev,107300,39,Male,Berlin,High School,2,2.0,8.8,True
EMP-3927,2023-10-26,Sales,SDR,70800,52,Non-binary,London,Master,31,4.7,4.4,True
EMP-3928,2018-06-17,Sales,VP of Sales,148400,50,Non-binary,London,High School,18,4.8,7.3,True
EMP-3929,2023-05-23,Engineering,Staff Engineer,158700,28,Non-binary,Berlin,Master,3,3.0,3.3,True
EMP-3930,2022-11-25,Engineering,Senior Dev,114000,44,Male,London,Bachelor,4,5.0,1.0,True
EMP-3931,2023-12-26,Product,Product Analyst,123000,58,Male,Berlin,Master,23,3.1,3.8,True
EMP-3932,2020-11-26,Product,Senior PM,171600,46,Male,London,Bachelor,4,2.4,5.8,True
EMP-3933,2016-07-11,Engineering,Staff Engineer,166500,38,Female,New York,PhD,9,3.0,9.8,True
EMP-3934,2020-12-10,Finance,Accountant,90900,34,Female,London,PhD,1,3.2,4.4,False
EMP-3935,2020-02-10,Operations,Ops Manager,77600,43,Non-binary,Toronto,High School,7,2.0,8.3,True
EMP-3936,2021-06-07,Legal,Associate,95400,55,Male,Sydney,High School,17,4.4,2.3,False
EMP-3937,2020-12-01,Finance,Analyst,97500,30,Non-binary,Sydney,Bachelor,5,4.4,7.3,True
EMP-3938,2022-10-08,Legal,Senior Counsel,127600,39,Non-binary,London,PhD,6,1.7,1.6,True
EMP-3939,2021-01-11,Operations,COO,103600,37,Non-binary,New York,High School,9,1.3,9.1,True
EMP-3940,2019-08-08,Engineering,Junior Dev,104700,22,Male,London,PhD,0,4.9,9.2,True
EMP-3941,2015-06-07,HR,Recruiter,84400,41,Male,Berlin,Bachelor,12,3.0,1.9,True
EMP-3942,2020-09-12,Sales,SDR,65900,55,Non-binary,New York,Master,31,3.8,2.5,True
EMP-3943,2022-11-15,Engineering,Lead Engineer,151300,28,Non-binary,Remote,Master,0,4.7,1.4,True
EMP-3944,2021-04-05,Finance,Accountant,98200,55,Non-binary,Sydney,Bachelor,25,2.5,5.8,True
EMP-3945,2016-03-14,HR,HR Director,89500,43,Male,New York,Bachelor,18,2.4,2.9,True
EMP-3946,2019-11-24,Sales,Sales Manager,102300,49,Male,Remote,Master,15,2.3,7.7,False
EMP-3947,2015-06-07,Marketing,CMO,132500,48,Male,New York,Master,3,4.5,9.6,True
EMP-3948,2015-11-04,HR,HR Manager,80100,47,Male,Remote,Master,14,4.8,5.2,True
EMP-3949,2019-08-31,HR,HR Manager,97000,42,Male,Sydney,High School,14,3.1,8.1,True
EMP-3950,2022-09-22,Legal,Senior Counsel,127500,42,Female,Remote,PhD,0,3.3,9.1,True
EMP-3951,2021-04-26,Engineering,Engineering Manager,174400,50,Male,Sydney,Master,10,4.8,4.0,True
EMP-3952,2016-04-06,Marketing,SEO Specialist,89800,42,Female,Berlin,Bachelor,9,2.2,2.3,True
EMP-3953,2017-10-29,Legal,General Counsel,155600,43,Male,Berlin,Master,18,1.7,7.3,True
EMP-3954,2017-01-30,Finance,Finance Manager,120000,54,Female,Sydney,Master,6,4.7,4.7,True
EMP-3955,2015-04-23,Sales,Sales Manager,103200,36,Non-binary,Toronto,Bachelor,0,4.0,1.1,True
EMP-3956,2022-01-03,Legal,Associate,107900,23,Non-binary,Remote,PhD,0,3.4,2.5,True
EMP-3957,2019-01-24,Product,Senior PM,160400,43,Non-binary,Remote,High School,18,3.0,7.6,False
EMP-3958,2016-01-17,Product,VP of Product,156400,31,Female,Sydney,Bachelor,6,2.0,5.6,False
EMP-3959,2020-06-05,Legal,Associate,110700,39,Female,Sydney,Master,7,4.2,8.7,False
EMP-3960,2018-11-23,HR,HR Director,104600,50,Female,Toronto,Master,6,3.5,5.9,False
EMP-3961,2015-01-16,Sales,Sales Manager,92400,55,Female,Remote,High School,17,1.6,5.9,True
EMP-3962,2019-03-16,Finance,Analyst,74000,42,Female,Toronto,High School,15,2.8,9.8,True
EMP-3963,2017-09-03,Legal,Associate,115800,50,Female,London,Bachelor,17,3.2,1.4,True
EMP-3964,2016-10-21,Sales,Account Executive,102100,35,Male,Sydney,High School,10,2.5,4.3,True
EMP-3965,2021-06-10,Operations,Ops Analyst,59600,56,Female,Sydney,Bachelor,1,2.5,4.5,True
EMP-3966,2018-08-21,Sales,Account Executive,108000,46,Female,Remote,High School,23,1.7,5.8,True
EMP-3967,2016-09-08,HR,Recruiter,85100,40,Female,Sydney,Master,14,2.5,5.4,True
EMP-3968,2017-12-29,Finance,CFO,154000,57,Female,Sydney,Bachelor,18,4.1,4.9,True
EMP-3969,2020-11-28,Finance,CFO,119100,34,Male,Sydney,Master,10,1.9,5.8,True
EMP-3970,2015-04-14,Finance,CFO,150500,56,Male,London,Master,5,2.3,2.7,True
EMP-3971,2016-03-07,Product,VP of Product,154300,23,Male,Sydney,Master,1,3.5,2.5,True
EMP-3972,2020-02-06,Sales,Account Executive,78400,49,Female,Berlin,PhD,7,2.9,3.1,True
EMP-3973,2019-06-20,Legal,General Counsel,133800,37,Male,Berlin,Master,0,1.0,2.3,True
EMP-3974,2016-06-27,Marketing,Content Writer,76000,51,Non-binary,New York,Bachelor,7,2.0,3.6,True
EMP-3975,2020-09-25,Operations,Ops Analyst,63800,37,Male,Toronto,PhD,15,4.4,9.7,True
EMP-3976,2015-10-03,Finance,Finance Manager,129000,42,Male,Sydney,Master,20,1.3,5.3,True
EMP-3977,2023-10-17,Finance,CFO,138300,41,Non-binary,Sydney,Bachelor,3,4.0,1.7,True
EMP-3978,2015-11-16,HR,HR Coordinator,57200,36,Male,Remote,Master,3,2.8,2.8,True
EMP-3979,2020-10-24,HR,HR Director,87300,49,Female,Sydney,PhD,27,4.6,4.2,False
EMP-3980,2016-09-04,Engineering,Senior Dev,116700,52,Non-binary,Remote,High School,17,1.3,5.9,True
EMP-3981,2019-10-25,Finance,Finance Manager,114700,23,Non-binary,Remote,Bachelor,2,4.2,4.1,True
EMP-3982,2015-06-06,Engineering,Junior Dev,114300,34,Female,London,Bachelor,9,4.5,9.9,True
EMP-3983,2022-10-29,Finance,Finance Manager,119000,58,Female,Berlin,Master,1,1.8,1.4,True
EMP-3984,2023-09-24,Legal,General Counsel,154600,37,Female,Sydney,Bachelor,10,3.7,9.5,True
EMP-3985,2019-10-22,Sales,SDR,80800,53,Female,Sydney,Bachelor,4,4.0,3.3,False
EMP-3986,2018-11-08,Legal,Senior Counsel,122700,32,Male,Toronto,Master,10,2.7,3.6,True
EMP-3987,2015-11-06,Legal,Associate,98700,40,Non-binary,Remote,Master,10,5.0,8.7,True
EMP-3988,2021-10-27,HR,HR Director,96600,46,Male,Toronto,PhD,5,4.9,7.3,True
EMP-3989,2016-04-03,Sales,Sales Manager,121200,47,Male,Sydney,High School,14,3.8,8.9,True
EMP-3990,2019-01-28,HR,Recruiter,76100,45,Male,Sydney,PhD,2,3.6,6.5,True
EMP-3991,2018-03-14,Sales,SDR,77400,44,Female,New York,Bachelor,2,4.1,1.2,True
EMP-3992,2023-08-11,Product,Senior PM,129200,22,Female,London,Bachelor,0,1.7,2.7,True
EMP-3993,2017-04-23,Operations,Ops Analyst,56500,48,Female,London,High School,8,2.1,2.0,True
EMP-3994,2015-12-10,Finance,Analyst,69900,34,Female,New York,High School,5,1.4,6.7,True
EMP-3995,2017-04-18,Finance,Accountant,88400,50,Female,Toronto,High School,21,3.6,5.8,True
EMP-3996,2017-12-15,Finance,Accountant,87100,50,Non-binary,Berlin,Bachelor,26,4.1,8.0,False
EMP-3997,2020-05-05,Sales,Account Executive,101800,39,Female,Toronto,High School,8,4.8,5.9,True
EMP-3998,2015-04-25,Operations,Ops Manager,71100,41,Non-binary,Berlin,Master,9,1.6,7.6,False
EMP-3999,2022-07-27,HR,Recruiter,64700,29,Male,Remote,Bachelor,5,2.3,8.5,False
EMP-4000,2023-07-08,Finance,Analyst,77900,45,Non-binary,London,PhD,16,4.0,9.3,True
EMP-4001,2018-10-25,Legal,Paralegal,109200,22,Female,Toronto,PhD,0,3.8,8.7,True
EMP-4002,2017-10-20,Legal,Senior Counsel,149300,34,Non-binary,Berlin,Bachelor,8,4.9,8.6,False
EMP-4003,2017-10-30,Marketing,Marketing Manager,102200,41,Male,Sydney,Bachelor,0,4.2,8.9,True
